"N°","N°OF","N°_Palette","Diamètre_intérieure__mm_","Diamètre_extérieure__mm_","Longueur___mm_","Validation_géométrie__x_","Flat_Crush__kN_","Humidité__%_","Valeurstemp","Date_et_heure_d_importation"
21883,"39343","13",,,1002,"1",,,,2004-11-24 13:41:27
21884,"39343","13",,,1002,"",,,,2004-11-24 13:41:28
21885,"39343","13",151,174.12,1003,"",,,,2004-11-24 13:41:28
21886,"39343","26",,,1003,"1",,,,2004-11-24 13:41:28
21887,"39343","26",,,1003,"",,,,2004-11-24 13:41:29
21888,"39343","26",151,174.03,1002,"",,,,2004-11-24 13:41:29
21889,"39343","11",,,1003,"1",,,,2004-11-24 13:41:29
21890,"39343","11",,,1003,"",,,,2004-11-24 13:41:29
21891,"39343","11",151,174.05,1002,"",,,,2004-11-24 13:41:30
21892,"39343","24",,,1003,"1",,,,2004-11-24 13:41:30
21893,"39343","24",,,1003,"",,,,2004-11-24 13:41:30
21894,"39343","24",151,174.14,1003,"",,,,2004-11-24 13:41:31
21895,"39343","8",,,1002,"1",,,,2004-11-24 13:41:31
21896,"39343","8",,,1003,"",,,,2004-11-24 13:41:31
21897,"39343","8",151,174.06,1002,"",,,,2004-11-24 13:41:32
21898,"39343","20",,,1003,"1",,,,2004-11-24 13:41:32
21899,"39343","20",,,1003,"",,,,2004-11-24 13:41:32
21900,"39343","20",151,174.12,1003,"",,,,2004-11-24 13:41:32
21901,"39343","2",,,1003,"1",,,,2004-11-24 13:41:33
21902,"39343","2",,,1002,"",,,,2004-11-24 13:41:33
21903,"39343","2",151,174.14,1003,"",,,,2004-11-24 13:41:33
21904,"39343","21",,,1003,"1",,,,2004-11-24 13:41:34
21905,"39343","21",,,1003,"",,,,2004-11-24 13:41:34
21906,"39343","21",151,174.1,1002,"",,,,2004-11-24 13:41:34
21907,"39343","3",,,1002,"1",,,,2004-11-24 13:41:35
21908,"39343","3",,,1003,"",,,,2004-11-24 13:41:35
21909,"39343","3",151,174.07,1003,"",,,,2004-11-24 13:41:35
21910,"39343","7",,,1002,"1",,,,2004-11-24 13:41:36
21911,"39343","7",,,1002,"",,,,2004-11-24 13:41:36
21912,"39343","7",151,174.15,1003,"",,,,2004-11-24 13:41:36
21913,"39343","5",,,1003,"1",,,,2004-11-24 13:41:36
21914,"39343","5",,,1002,"",,,,2004-11-24 13:41:37
21915,"39343","5",151,174.08,1003,"",,,,2004-11-24 13:41:37
21916,"39343","4",,,1002,"1",,,,2004-11-24 13:41:37
21917,"39343","4",,,1003,"",,,,2004-11-24 13:41:38
21918,"39343","4",151,174.17,1002,"",,,,2004-11-24 13:41:38
21919,"39343","17",,,1003,"1",,,,2004-11-24 13:41:38
21920,"39343","17",,,1002,"",,,,2004-11-24 13:41:38
21921,"39343","17",151,174.08,1002,"",,,,2004-11-24 13:41:39
21922,"39496","",,,1066,"1",,,,2004-11-24 13:41:39
21923,"39496","",,,1066,"",,,,2004-11-24 13:41:39
21924,"39496","",50.7,56.59,1066,"",,,,2004-11-24 13:41:40
21925,"1","",1.1,1.1,1.1,"",,,,2004-11-24 13:41:40
21926,"39688","",,,,"",0.83,7.48,,2004-11-24 13:42:59
21927,"39688","",,,,"",0.774,,,2004-11-24 13:43:05
21928,"39687","",,,,"",0.83,7.48,,2004-11-24 13:43:20
21929,"39687","",,,,"",0.774,,,2004-11-24 13:43:26
21930,"39686","",,,,"",0.83,7.48,,2004-11-24 13:43:40
21931,"39686","",,,,"",0.774,,,2004-11-24 13:43:47
21932,"39685","",,,,"",0.83,7.48,,2004-11-24 13:44:01
21933,"39685","",,,,"",0.774,,,2004-11-24 13:44:06
21934,"39684","",,,,"",0.83,7.48,,2004-11-24 13:44:20
21935,"39684","",,,,"",0.774,,,2004-11-24 13:44:25
21936,"39683","",,,,"",0.83,7.48,,2004-11-24 13:44:37
21937,"39683","",,,,"",0.774,,,2004-11-24 13:44:45
21938,"39682","",,,,"",0.83,7.48,,2004-11-24 13:44:59
21939,"39682","",,,,"",0.774,,,2004-11-24 13:45:03
21940,"39681","",,,,"",0.83,7.48,,2004-11-24 13:45:17
21941,"39681","",,,,"",0.774,,,2004-11-24 13:45:22
21942,"39680","",,,,"",0.83,7.48,,2004-11-24 13:45:34
21943,"39680","",,,,"",0.774,,,2004-11-24 13:45:39
21944,"39679","",,,,"",0.83,7.48,,2004-11-24 13:45:52
21945,"39679","",,,,"",0.774,,,2004-11-24 13:45:56
21946,"39678","",,,,"",0.83,7.48,,2004-11-24 13:46:08
21947,"39678","",,,,"",0.774,,,2004-11-24 13:46:13
21948,"39588","",,,,"",3.199,,,2004-11-24 19:26:48
21949,"39588","",,,,"",3.247,8.82,,2004-11-24 19:26:51
21950,"39567","",,,,"",0.529,,,2004-11-24 19:30:46
21951,"39567","",,,,"",0.563,7.31,,2004-11-24 19:30:49
21952,"39428","",,,,"",0.913,,,2004-11-24 19:34:28
21953,"39428","",,,,"",0.751,7.55,,2004-11-24 19:34:32
21954,"39215","",,,,"",4.599,,,2004-11-24 19:38:31
21955,"39215","",,,,"",4.65,7.63,,2004-11-24 19:38:34
21956,"37048","",,,,"",3.258,,,2004-11-24 19:42:38
21957,"37048","",,,,"",3.301,,,2004-11-24 19:42:41
21958,"37048","",,,,"",3.144,,,2004-11-24 19:42:43
21959,"37048","",,,,"",3.279,7.08,,2004-11-24 19:42:47
21960,"39564E","",,,,"",2.671,,,2004-11-24 19:52:56
21961,"39564E","",,,,"",2.666,6.89,,2004-11-24 19:52:59
21962,"38487","",,,,"",3.199,,,2004-11-24 20:00:18
21963,"38487","",,,,"",3.201,,,2004-11-24 20:00:21
21964,"38487","",,,,"",3.244,,,2004-11-24 20:00:23
21965,"38487","",,,,"",3.197,,,2004-11-24 20:00:25
21966,"38487","",,,,"",3.293,,,2004-11-24 20:00:27
21967,"38487","",,,,"",3.164,,,2004-11-24 20:00:29
21968,"38487","",,,,"",3.259,,,2004-11-24 20:00:31
21969,"38487","",,,,"",3.286,7.26,,2004-11-24 20:00:34
21970,"39588","2",,,3408,"",,,,2004-11-24 21:13:59
21971,"39588","2",,,3408,"",,,,2004-11-24 21:13:59
21972,"39588","2",70.6,100.48,3408,"1",,,,2004-11-24 21:13:59
21973,"39588","2",,,3408,"",,,,2004-11-24 21:13:59
21974,"39588","2",,,3408,"",,,,2004-11-24 21:14:00
21975,"39588","2",70.6,100.41,3408,"1",,,,2004-11-24 21:14:00
21976,"39430","2",,,2009,"",,,,2004-11-24 21:14:00
21977,"39430","2",,,2010,"",,,,2004-11-24 21:14:01
21978,"39430","2",128.4,140.28,2010,"1",,,,2004-11-24 21:14:01
21985,"37048","2",,,9805,"",,,,2004-11-24 21:14:03
21986,"37048","2",,,9812,"",,,,2004-11-24 21:14:03
21987,"37048","2",76.45,106.61,9808,"1",,,,2004-11-24 21:14:04
21988,"37048","3",,,9807,"",,,,2004-11-24 21:14:04
21989,"37048","3",,,9811,"",,,,2004-11-24 21:14:04
21990,"37048","3",76.45,106.64,9806,"1",,,,2004-11-24 21:14:05
21991,"37048","4",,,9806,"",,,,2004-11-24 21:14:05
21992,"37048","4",,,9811,"",,,,2004-11-24 21:14:05
21993,"37048","4",76.45,106.63,9808,"1",,,,2004-11-24 21:14:06
21994,"37048","1",,,9809,"",,,,2004-11-24 21:14:06
21995,"37048","1",,,9812,"",,,,2004-11-24 21:14:06
21996,"37048","1",76.45,106.78,9805,"1",,,,2004-11-24 21:14:06
21997,"39215","1",,,9805,"",,,,2004-11-24 21:14:07
21998,"39215","1",,,9811,"",,,,2004-11-24 21:14:07
21999,"39215","1",76.45,106.72,9809,"1",,,,2004-11-24 21:14:07
22000,"39215","2",,,9807,"",,,,2004-11-24 21:14:08
22001,"39215","2",,,9814,"",,,,2004-11-24 21:14:08
22002,"39215","2",76.45,106.52,9812,"1",,,,2004-11-24 21:14:08
22003,"38487","8",,,8623,"",,,,2004-11-24 21:14:09
22004,"38487","8",,,8626,"",,,,2004-11-24 21:14:09
22005,"38487","8",76.5,106.86,8620,"1",,,,2004-11-24 21:14:09
22006,"38487","7",,,8622,"",,,,2004-11-24 21:14:09
22007,"38487","7",,,8628,"",,,,2004-11-24 21:14:10
22008,"38487","7",76.5,106.96,8621,"1",,,,2004-11-24 21:14:10
22009,"38487","6",,,8621,"",,,,2004-11-24 21:14:10
22010,"38487","6",,,8625,"",,,,2004-11-24 21:14:11
22011,"38487","6",76.5,106.65,8620,"1",,,,2004-11-24 21:14:11
22012,"38487","5",,,8620,"",,,,2004-11-24 21:14:11
22013,"38487","5",,,8625,"",,,,2004-11-24 21:14:12
22014,"38487","5",76.5,106.81,8620,"1",,,,2004-11-24 21:14:12
22015,"38487","4",,,8624,"",,,,2004-11-24 21:14:12
22016,"38487","4",,,8620,"",,,,2004-11-24 21:14:12
22017,"38487","4",76.5,106.57,8620,"1",,,,2004-11-24 21:14:13
22018,"38487","3",,,8620,"",,,,2004-11-24 21:14:13
22019,"38487","3",,,8626,"",,,,2004-11-24 21:14:13
22020,"38487","3",76.5,106.71,8620,"1",,,,2004-11-24 21:14:14
22021,"38487","2",,,8620,"",,,,2004-11-24 21:14:14
22022,"38487","2",,,8625,"",,,,2004-11-24 21:14:14
22023,"38487","2",76.5,106.61,8624,"1",,,,2004-11-24 21:14:15
22024,"38487","1",,,8621,"",,,,2004-11-24 21:14:15
22025,"38487","1",,,8626,"",,,,2004-11-24 21:14:15
22026,"38487","1",76.5,106.47,8615,"1",,,,2004-11-24 21:14:16
22027,"39428","",,,4238,"",,,,2004-11-24 21:14:16
22028,"39428","",128.4,143.86,4240,"1",,,,2004-11-24 21:14:16
22029,"39428","",,,4239,"",,,,2004-11-24 21:14:16
22030,"39428","",128.4,143.78,4240,"1",,,,2004-11-24 21:14:17
22031,"39428","",,,4240,"",,,,2004-11-24 21:14:17
22032,"39428","",128.3,143.64,4240,"1",,,,2004-11-24 21:14:17
22033,"39351","",,,5215,"",,,,2004-11-24 21:14:18
22034,"39351","",128.3,144.42,5215,"1",,,,2004-11-24 21:14:18
22035,"39351","",,,5216,"",,,,2004-11-24 21:14:18
22036,"39351","",128.3,144.03,5216,"1",,,,2004-11-24 21:14:19
22037,"39489","",128.3,144.31,5211,"1",,,,2004-11-24 21:14:19
22038,"39567","",,,4528,"",,,,2004-11-24 21:14:19
22039,"39567","",128.4,140.23,4527,"1",,,,2004-11-24 21:14:19
22040,"39567","",,,4524,"",,,,2004-11-24 21:14:20
22041,"39567","",128.3,140.03,4525,"1",,,,2004-11-24 21:14:20
22042,"39567","",,,4528,"",,,,2004-11-24 21:14:20
22043,"39567","",128.3,139.99,4528,"1",,,,2004-11-24 21:14:21
22044,"39567","",,,4528,"",,,,2004-11-24 21:14:21
22045,"39567","",128.4,139.8,4526,"1",,,,2004-11-24 21:14:21
22046,"39567","",,,4528,"",,,,2004-11-24 21:14:22
22047,"39567","",128.4,140.64,4527,"1",,,,2004-11-24 21:14:22
22048,"39427","",128.3,140.59,4524,"1",,,,2004-11-24 21:14:22
22049,"1","",1.1,1.1,1.1,"",,,,2004-11-24 21:14:22
22050,"39564E","7",70.6,99.64,2157,"1",,,,2004-11-24 21:16:30
22051,"39564E","",,,2156,"",,,,2004-11-24 21:16:43
22052,"39564E","",,,2155,"",,,,2004-11-24 21:16:47
22053,"39564E","6",70.6,99.6,2156,"1",,,,2004-11-24 21:16:53
22054,"39564E","",,,2156,"",,,,2004-11-24 21:17:01
22055,"39564E","",,,2156,"",,,,2004-11-24 21:17:04
22056,"39585","",,,,"",1.423,8.61,,2004-11-25 08:14:00
22057,"39585","",,,,"",1.403,,,2004-11-25 08:14:46
22058,"39496","",,,,"",,7.05,,2004-11-25 08:44:33
22059,"39496","",,,,"",,7.14,,2004-11-25 08:44:37
22060,"39496","",,,,"",,6.97,,2004-11-25 08:44:51
22061,"39589","",,,,"",,6.97,,2004-11-25 08:45:14
22062,"39589","",,,,"",,7.14,,2004-11-25 08:45:19
22063,"39589","",,,,"",,7.05,,2004-11-25 08:45:22
22064,"39590","",,,,"",,6.87,,2004-11-25 08:46:00
22065,"39590","",,,,"",,7.01,,2004-11-25 08:46:04
22066,"39590","",,,,"",,6.91,,2004-11-25 08:46:08
22067,"39571","",,,,"",0.885,,,2004-11-25 13:03:17
22068,"39571","",,,,"",0.873,7.43,,2004-11-25 13:04:22
22069,"39232","",,,,"",1.902,,,2004-11-25 13:06:48
22070,"39232","",,,,"",1.854,6.85,,2004-11-25 13:07:17
22071,"39231","",,,,"",1.923,,,2004-11-25 13:08:24
22072,"39231","",,,,"",1.915,6.9,,2004-11-25 13:09:03
22073,"39703","7",128.5,144.48,222.13,"1",,,,2004-11-25 13:15:58
22074,"39703","7",128.5,144.46,222.18,"1",,,,2004-11-25 13:15:59
22075,"39704","7",128.5,144.45,232.11,"1",,,,2004-11-25 13:15:59
22076,"39704","7",128.5,144.47,232.13,"1",,,,2004-11-25 13:15:59
22077,"39231","7",,,5487,"1",,,,2004-11-25 13:16:00
22078,"39231","7",,,5488,"",,,,2004-11-25 13:16:00
22079,"39231","7",150.8,170.47,5487,"",,,,2004-11-25 13:16:00
22080,"39231","5",,,5489,"1",,,,2004-11-25 13:16:01
22081,"39231","5",,,5491,"",,,,2004-11-25 13:16:01
22082,"39231","5",150.8,170.54,5483,"",,,,2004-11-25 13:16:01
22083,"39231","6",,,5490,"1",,,,2004-11-25 13:16:02
22084,"39231","6",,,5490,"",,,,2004-11-25 13:16:02
22085,"39231","6",150.8,170.57,5499,"",,,,2004-11-25 13:16:02
22086,"39231","2",,,5490,"1",,,,2004-11-25 13:16:02
22087,"39231","2",,,5492,"",,,,2004-11-25 13:16:03
22088,"39231","2",150.8,170.56,5490,"",,,,2004-11-25 13:16:03
22089,"39231","3",,,5490,"1",,,,2004-11-25 13:16:03
22090,"39231","3",,,5492,"",,,,2004-11-25 13:16:04
22091,"39231","3",150.8,170.5,5490,"",,,,2004-11-25 13:16:04
22092,"39231","1",,,5489,"1",,,,2004-11-25 13:16:04
22093,"39231","1",,,5500,"",,,,2004-11-25 13:16:05
22094,"39231","1",150.7,170.54,5489,"",,,,2004-11-25 13:16:05
22095,"39231","8",,,5490,"1",,,,2004-11-25 13:16:05
22096,"39231","8",,,5498,"",,,,2004-11-25 13:16:05
22097,"39231","8",150.8,170.52,5492,"",,,,2004-11-25 13:16:06
22098,"39231","4",,,5489,"1",,,,2004-11-25 13:16:06
22099,"39231","4",,,5490,"",,,,2004-11-25 13:16:06
22100,"39231","4",150.8,170.55,5489,"",,,,2004-11-25 13:16:07
22101,"39232","8",,,5489,"1",,,,2004-11-25 13:16:07
22102,"39232","8",,,5491,"",,,,2004-11-25 13:16:07
22103,"39232","8",150.8,170.54,5488,"",,,,2004-11-25 13:16:08
22104,"39232","7",,,5490,"1",,,,2004-11-25 13:16:08
22105,"39232","7",,,5492,"",,,,2004-11-25 13:16:08
22106,"39232","7",150.8,170.52,5490,"",,,,2004-11-25 13:16:08
22107,"39232","6",,,5490,"1",,,,2004-11-25 13:16:09
22108,"39232","6",,,5500,"",,,,2004-11-25 13:16:09
22109,"39232","6",150.8,170.47,5495,"",,,,2004-11-25 13:16:09
22110,"39232","1",,,5484,"1",,,,2004-11-25 13:16:10
22111,"39232","1",,,5489,"",,,,2004-11-25 13:16:10
22112,"39232","1",150.8,170.49,5488,"",,,,2004-11-25 13:16:10
22113,"39232","2",,,5487,"1",,,,2004-11-25 13:16:11
22114,"39232","2",,,5489,"",,,,2004-11-25 13:16:11
22115,"39232","2",150.8,170.53,5488,"",,,,2004-11-25 13:16:11
22116,"39232","5",,,5488,"1",,,,2004-11-25 13:16:11
22117,"39232","5",,,5490,"",,,,2004-11-25 13:16:12
22118,"39232","5",150.8,170.47,5488,"",,,,2004-11-25 13:16:12
22119,"39232","4",,,5486,"1",,,,2004-11-25 13:16:12
22120,"39232","4",,,5488,"",,,,2004-11-25 13:16:13
22121,"39232","4",150.8,170.45,5488,"",,,,2004-11-25 13:16:13
22122,"39232","3",,,5488,"1",,,,2004-11-25 13:16:13
22123,"39232","3",,,5495,"",,,,2004-11-25 13:16:14
22124,"39232","3",150.8,170.41,5490,"",,,,2004-11-25 13:16:14
22125,"39585","",,,3008,"1",,,,2004-11-25 13:16:14
22126,"39585","",,,3008,"",,,,2004-11-25 13:16:14
22127,"39585","",150.3,171.32,3008,"",,,,2004-11-25 13:16:15
22128,"39585","",,,3008,"1",,,,2004-11-25 13:16:15
22129,"39585","",,,3008,"",,,,2004-11-25 13:16:15
22130,"39585","",150.3,171.2,3008,"",,,,2004-11-25 13:16:16
22131,"39495","",50.7,56.6,913.05,"1",,,,2004-11-25 13:16:16
22132,"39495","",50.7,56.73,913.15,"1",,,,2004-11-25 13:16:16
22133,"39495","",50.7,56.53,912.59,"1",,,,2004-11-25 13:16:17
22134,"39495","",50.7,56.58,912.67,"1",,,,2004-11-25 13:16:17
22135,"1","",1.1,1.1,1.1,"",,,,2004-11-25 13:16:17
22136,"39495","",,,,"",,6.91,,2004-11-25 13:17:55
22137,"39495","",,,,"",,7.01,,2004-11-25 13:18:00
22138,"39495","",,,,"",,6.87,,2004-11-25 13:18:03
22139,"39704","",,,,"",0.876,,,2004-11-25 13:18:57
22140,"39704","",,,,"",0.885,7.43,,2004-11-25 13:19:02
22141,"39703","",,,,"",0.873,,,2004-11-25 13:19:37
22142,"39703","",,,,"",0.885,7.43,,2004-11-25 13:19:40
22143,"39594","",,,,"",3.734,7.08,,2004-11-25 16:03:53
22144,"39594","",,,,"",3.777,,,2004-11-25 16:03:56
22145,"39593","",,,,"",3.679,7.06,,2004-11-25 16:07:45
22146,"39593","",,,,"",3.597,,,2004-11-25 16:07:49
22147,"39593","",,,,"",3.863,,,2004-11-25 16:07:51
22148,"39593","",,,,"",3.777,,,2004-11-25 16:07:53
22149,"39073","3",76.6,92.34,3821,"1",,,,2004-11-25 21:20:34
22150,"39073","3",,,3823,"",,,,2004-11-25 21:20:34
22151,"39073","3",76.6,92.07,3823,"1",,,,2004-11-25 21:20:35
22152,"39073","3",,,3818,"",,,,2004-11-25 21:20:35
22153,"39073","3",76.6,92.23,3823,"1",,,,2004-11-25 21:20:35
22154,"39593","3",,,7412,"",,,,2004-11-25 21:20:36
22155,"39593","3",,,7415,"",,,,2004-11-25 21:20:36
22156,"39593","3",150.2,176.13,7410,"1",,,,2004-11-25 21:20:36
22157,"39593","2",,,7411,"",,,,2004-11-25 21:20:37
22158,"39593","2",,,7415,"",,,,2004-11-25 21:20:37
22159,"39593","2",150.2,176.12,7413,"1",,,,2004-11-25 21:20:37
22160,"39593","1",,,7418,"",,,,2004-11-25 21:20:37
22161,"39593","1",,,7420,"",,,,2004-11-25 21:20:38
22162,"39593","1",150.2,176.04,7415,"1",,,,2004-11-25 21:20:38
22163,"39593","4",,,7411,"",,,,2004-11-25 21:20:38
22164,"39593","4",,,7413,"",,,,2004-11-25 21:20:39
22165,"39593","4",150.2,176.25,7409,"1",,,,2004-11-25 21:20:39
22166,"39594","1",,,6000,"",,,,2004-11-25 21:20:39
22167,"39594","1",,,6000,"",,,,2004-11-25 21:20:40
22168,"39594","1",150.2,176.22,6000,"1",,,,2004-11-25 21:20:40
22169,"39594","2",,,6000,"",,,,2004-11-25 21:20:40
22170,"39594","2",,,6007,"",,,,2004-11-25 21:20:40
22171,"39594","2",150.2,176.13,6000,"1",,,,2004-11-25 21:20:41
22172,"39717","",128.5,144.13,222.18,"1",,,,2004-11-25 21:20:41
22173,"39717","",128.5,144.46,222.17,"1",,,,2004-11-25 21:20:41
22174,"1","",1.1,1.1,1.1,"",,,,2004-11-25 21:20:42
22175,"39717","",,,,"",0.873,,,2004-11-25 21:21:07
22176,"39717","",,,,"",0.885,7.43,,2004-11-25 21:21:09
22177,"39397","",,,,"",2.489,,,2004-11-26 10:08:45
22178,"39397","",,,,"",2.318,9.45,,2004-11-26 10:11:06
22179,"39609","",,,,"",0.739,8.76,,2004-11-26 10:20:47
22180,"39608","",,,,"",0.718,,,2004-11-26 10:23:45
22181,"39608","",,,,"",0.716,9.06,,2004-11-26 10:24:55
22182,"39607","",,,,"",0.7858,,,2004-11-26 10:26:27
22183,"39607","",,,,"",0.718,8.8,,2004-11-26 10:26:50
22184,"39606","",,,,"",0.738,8.33,,2004-11-26 10:28:54
22185,"39605","",,,,"",0.754,8.14,,2004-11-26 10:31:47
22186,"39604","",,,,"",0.754,,,2004-11-26 10:34:08
22187,"39604","",,,,"",0.749,8.44,,2004-11-26 10:34:12
22188,"39603","",,,,"",0.674,,,2004-11-26 10:35:41
22189,"39603","",,,,"",0.737,8.12,,2004-11-26 10:35:57
22190,"39521","",,,,"",2.209,,,2004-11-26 12:14:10
22191,"39521","",,,,"",2.321,6.98,,2004-11-26 12:15:06
22192,"39520","",,,,"",2.207,,,2004-11-26 12:16:55
22193,"39520","",,,,"",2.235,6.95,,2004-11-26 12:16:58
22194,"39695","",,,,"",3.526,,,2004-11-26 12:19:56
22195,"39695","",,,,"",3.409,8.34,,2004-11-26 12:20:31
22196,"39693","",,,,"",3.353,,,2004-11-26 12:22:20
22197,"39693","",,,,"",3.227,7.91,,2004-11-26 12:24:31
22198,"39694","",,,,"",4.305,,,2004-11-26 12:24:47
22199,"39694","",,,,"",4.2,8.18,,2004-11-26 12:25:11
22200,"39397","1",,,2155,"1",,,,2004-11-26 13:24:48
22201,"39397","1",,,2155,"",,,,2004-11-26 13:24:48
22202,"39397","1",77.3,103.44,2155,"",,,,2004-11-26 13:24:48
22203,"39397","1",,,2155,"1",,,,2004-11-26 13:24:49
22204,"39397","1",,,2155,"",,,,2004-11-26 13:24:49
22205,"39397","1",77.3,103.56,2155,"",,,,2004-11-26 13:24:49
22206,"39397","1",,,2155,"1",,,,2004-11-26 13:24:49
22207,"39397","1",,,2155,"",,,,2004-11-26 13:24:50
22208,"39397","1",77.3,103.53,2155,"",,,,2004-11-26 13:24:50
22209,"39397","1",,,2155,"1",,,,2004-11-26 13:24:50
22210,"39397","1",,,2155,"",,,,2004-11-26 13:24:51
22211,"39397","1",77.3,103.48,2155,"",,,,2004-11-26 13:24:51
22212,"39397","1",,,2155,"1",,,,2004-11-26 13:24:51
22213,"39397","1",,,2155,"",,,,2004-11-26 13:24:52
22214,"39397","1",77.3,103.55,2155,"",,,,2004-11-26 13:24:52
22215,"39397","1",,,2155,"1",,,,2004-11-26 13:24:52
22216,"39397","1",,,2155,"",,,,2004-11-26 13:24:53
22217,"39397","1",77.3,103.49,2155,"",,,,2004-11-26 13:24:53
22218,"39397","1",,,2155,"1",,,,2004-11-26 13:24:53
22219,"39397","1",,,2155,"",,,,2004-11-26 13:24:53
22220,"39397","1",77.3,103.45,2155,"",,,,2004-11-26 13:24:54
22221,"39609","1",,,2957,"1",,,,2004-11-26 13:24:54
22222,"39609","1",,,2957,"",,,,2004-11-26 13:24:54
22223,"39609","1",50.2,60.35,2957,"",,,,2004-11-26 13:24:55
22224,"39604","2",,,1454,"1",,,,2004-11-26 13:24:55
22225,"39604","2",,,1454,"",,,,2004-11-26 13:24:55
22226,"39604","2",50.2,60.32,1454,"",,,,2004-11-26 13:24:56
22227,"39607","2",,,2356,"1",,,,2004-11-26 13:24:56
22228,"39607","2",,,2357,"",,,,2004-11-26 13:24:56
22229,"39607","2",50.2,60.36,2357,"",,,,2004-11-26 13:24:56
22230,"39607","1",,,2357,"1",,,,2004-11-26 13:24:57
22231,"39607","1",,,2357,"",,,,2004-11-26 13:24:57
22232,"39607","1",50.2,60.27,2357,"",,,,2004-11-26 13:24:57
22233,"39606","1",,,2155,"1",,,,2004-11-26 13:24:58
22234,"39606","1",,,2157,"",,,,2004-11-26 13:24:58
22235,"39606","1",50.2,60.36,2157,"",,,,2004-11-26 13:24:58
22236,"39604","1",,,1453,"1",,,,2004-11-26 13:24:59
22237,"39604","1",,,1453,"",,,,2004-11-26 13:24:59
22238,"39604","1",50.2,60.33,1451,"",,,,2004-11-26 13:24:59
22239,"39604","4",,,1454,"1",,,,2004-11-26 13:24:59
22240,"39604","4",,,1454,"",,,,2004-11-26 13:25:00
22241,"39604","4",50.2,60.35,1454,"",,,,2004-11-26 13:25:00
22242,"39604","3",,,1453,"1",,,,2004-11-26 13:25:00
22243,"39604","3",,,1454,"",,,,2004-11-26 13:25:01
22244,"39604","3",50.2,60.39,1454,"",,,,2004-11-26 13:25:01
22245,"39604","5",,,1454,"1",,,,2004-11-26 13:25:01
22246,"39604","5",,,1454,"",,,,2004-11-26 13:25:02
22247,"39604","5",50.2,60.31,1454,"",,,,2004-11-26 13:25:02
22248,"39603","1",,,1254,"1",,,,2004-11-26 13:25:02
22249,"39603","1",,,1254,"",,,,2004-11-26 13:25:02
22250,"39603","1",50.2,60.37,1254,"",,,,2004-11-26 13:25:03
22251,"39603","2",,,1254,"1",,,,2004-11-26 13:25:03
22252,"39603","2",,,1254,"",,,,2004-11-26 13:25:03
22253,"39603","2",50.2,60.33,1254,"",,,,2004-11-26 13:25:04
22254,"39605","1",,,1854,"1",,,,2004-11-26 13:25:04
22255,"39605","1",,,1855,"",,,,2004-11-26 13:25:04
22256,"39605","1",50.2,60.34,1855,"",,,,2004-11-26 13:25:05
22257,"39608","1",,,2507,"1",,,,2004-11-26 13:25:05
22258,"39608","1",,,2507,"",,,,2004-11-26 13:25:05
22259,"39608","1",50.2,60.39,2507,"",,,,2004-11-26 13:25:05
22260,"39608","2",,,2507,"1",,,,2004-11-26 13:25:06
22261,"39608","2",,,2507,"",,,,2004-11-26 13:25:06
22262,"39608","2",50.2,60.37,2507,"",,,,2004-11-26 13:25:06
22263,"1","",1.1,1.1,1.1,"",,,,2004-11-26 13:25:07
